date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:47	27962/27962	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:45%20GMT	http://api.jquery.com/category/selectors/hierarchy-selectors/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/selectors/hierarchy-selectors/index.html	(from http://api.jquery.com/)
17:00:47	33010/33010	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:45%20GMT	http://api.jquery.com/child-selector/	/Users/benoit/websites/api.jquery.com/api.jquery.com/child-selector/index.html	(from http://api.jquery.com/)
17:00:47	33472/33472	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:46%20GMT	http://api.jquery.com/category/traversing/tree-traversal/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/traversing/tree-traversal/index.html	(from http://api.jquery.com/)
17:00:47	61045/61045	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:46%20GMT	http://api.jquery.com/children/	/Users/benoit/websites/api.jquery.com/api.jquery.com/children/index.html	(from http://api.jquery.com/)
17:00:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Feb%202013%2016:00:46%20GMT	http://api.jquery.com/on	/Users/benoit/websites/api.jquery.com/api.jquery.com/on.a.delayed	(from http://api.jquery.com/)
17:00:48	0/0	---M--	301	error ('')			http://api.jquery.com/on	/Users/benoit/websites/api.jquery.com/api.jquery.com/on.b.delayed	(from http://api.jquery.com/)
17:00:48	38592/38592	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:46%20GMT	http://api.jquery.com/class-selector/	/Users/benoit/websites/api.jquery.com/api.jquery.com/class-selector/index.html	(from http://api.jquery.com/)
17:00:48	33264/33264	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:47%20GMT	http://api.jquery.com/category/data/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/data/index.html	(from http://api.jquery.com/)
17:00:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2019%20Feb%202013%2016:00:47%20GMT	http://api.jquery.com/delegate	/Users/benoit/websites/api.jquery.com/api.jquery.com/delegate.c.delayed	(from http://api.jquery.com/)
17:00:49	33405/33405	U--MC-	200	updated ('OK')	text/html	date:Tue,%2019%20Feb%202013%2016:00:48%20GMT	http://api.jquery.com/category/events/mouse-events/	/Users/benoit/websites/api.jquery.com/api.jquery.com/category/events/mouse-events/index.html	(from http://api.jquery.com/)
